,MLP,MLP,RF,RF
,mean,std,mean,std
res2a_branch2a,0.25938063666666666,0.08618118553158868,0.47333333333333333,0.02054804667656325
res2b_branch2a,0.24714428,0.07524258617215801,0.4588888888888889,0.010999438818457392
res2c_branch2a,0.23238775,0.07766054887940194,0.48000000000000004,0.02357022603955158
res3a_branch2a,0.21479881666666667,0.0419030861985895,0.46111111111111114,0.015947444549341463
res3b_branch2a,0.2443793088888889,0.07155689931585842,0.4444444444444444,0.023622546250521435
res3c_branch2a,0.24225484444444442,0.10314050171173787,0.44000000000000006,0.02624669291337271
res3d_branch2a,0.2282747377777778,0.05643173647762811,0.4566666666666667,0.02260776661041756
res4a_branch2a,0.2178091811111111,0.06998504444594501,0.4444444444444444,0.017069212773041367
